date,open,high,low,close
2016-05-18,3071.529,3072.612,3039.461,3068.035
2016-05-17,3095.522,3105.201,3073.459,3086.024
2016-05-16,3064.526,3095.555,3053.661,3095.308
2016-05-13,3081.679,3103.095,3064.691,3074.935
2016-05-12,3059.383,3095.348,3035.022,3090.137
2016-05-11,3080.636,3102.876,3063.088,3082.808
2016-05-10,3055.211,3084.724,3055.183,3069.112
2016-05-09,3115.43,3115.43,3055.005,3065.615
2016-05-06,3213.136,3216.893,3130.147,3130.354
2016-05-05,3204.169,3217.282,3196.566,3213.92
2016-05-04,3203.465,3222.882,3198.292,3209.461
2016-05-03,3159.823,3218.485,3151.405,3213.54
2016-04-29,3153.537,3171.289,3149.397,3156.745
2016-04-28,3169.333,3174.766,3135.643,3160.581
2016-04-27,3181.931,3188.826,3162.691,3165.916
2016-04-26,3159.771,3181.095,3150.404,3179.161
2016-04-25,3164.738,3172.269,3137.113,3162.033
2016-04-22,3142.561,3175.38,3137.993,3174.901
2016-04-21,3160.796,3198.557,3150.94,3160.603
2016-04-20,3244.142,3248.422,3107.369,3181.026
2016-04-19,3243.971,3250.725,3221.577,3238.303
2016-04-18,3252.671,3252.671,3221.662,3228.453
2016-04-15,3279.857,3282.985,3261.73,3272.205
2016-04-14,3277.098,3286.072,3252.05,3275.832
2016-04-13,3237.858,3296.523,3237.858,3261.383
2016-04-12,3227.367,3232.264,3198.903,3218.45
2016-04-11,3213.507,3251.572,3213.507,3230.096
2016-04-08,3189.846,3197.774,3163.305,3185.726
2016-04-07,3266.288,3270.82,3208.644,3209.29
2016-04-06,3250.522,3267.64,3236.196,3257.528
2016-04-05,3211.305,3271.93,3205.207,3264.486
2016-04-01,3213.674,3222.612,3165.856,3221.895
2016-03-31,3229.2,3241.927,3208.665,3218.088
2016-03-30,3161.289,3216.676,3161.289,3216.275
2016-03-29,3171.314,3178.075,3122.761,3135.41
2016-03-28,3206.953,3229.624,3161.878,3169.728
2016-03-25,3176.81,3204.442,3174.318,3197.817
2016-03-24,3211.496,3221.906,3181.813,3181.851
2016-03-23,3217.729,3242.247,3202.976,3236.092
2016-03-22,3231.615,3249.677,3218.728,3225.79
2016-03-21,3203.293,3267.775,3198.361,3249.437
2016-03-18,3136.223,3197.668,3130.102,3171.963
2016-03-17,3096.808,3147.841,3077.572,3124.204
2016-03-16,3068.866,3100.352,3064.521,3090.033
2016-03-15,3061.343,3077.085,3028.578,3074.78
2016-03-14,3039.569,3106.8,3034.0,3065.69
2016-03-11,2990.214,3026.437,2982.172,3018.284
2016-03-10,3056.21,3074.16,3012.691,3013.146
2016-03-09,3045.924,3072.916,3020.134,3071.907
2016-03-08,3100.149,3109.25,3001.829,3107.673
2016-03-07,3108.999,3130.903,3083.584,3104.84
2016-03-04,3047.537,3101.656,3032.424,3093.89
2016-03-03,3050.389,3078.444,3040.246,3058.422
2016-03-02,2933.921,3054.724,2933.116,3051.333
2016-03-01,2881.335,2950.436,2863.323,2930.694
2016-02-29,2939.58,2939.875,2821.215,2877.467
2016-02-26,2942.095,2964.385,2902.948,2948.031
2016-02-25,3104.41,3104.436,2905.457,2918.75
2016-02-24,3077.606,3109.545,3055.251,3109.545
2016-02-23,3117.203,3119.221,3061.429,3089.363
2016-02-22,3083.933,3128.207,3071.329,3118.868
2016-02-19,3047.942,3065.968,3032.634,3051.585
2016-02-18,3079.527,3093.513,3049.841,3053.699
2016-02-17,3034.09,3065.785,3027.046,3063.32
2016-02-16,2962.187,3042.089,2962.187,3037.035
2016-02-15,2888.428,2961.493,2886.018,2946.707
2016-02-05,2982.056,2988.36,2962.847,2963.789
2016-02-04,2960.334,2999.206,2960.207,2984.76
2016-02-03,2931.288,2954.71,2909.898,2948.639
2016-02-02,2901.528,2972.426,2901.512,2961.334
2016-02-01,2939.04,2944.517,2869.561,2901.048
2016-01-29,2855.598,2965.309,2854.371,2946.09
2016-01-28,2909.334,2941.887,2841.844,2853.756
2016-01-27,2953.183,2963.544,2839.29,2930.352
2016-01-26,3099.596,3106.53,2934.647,2940.509
2016-01-25,3129.028,3149.332,3105.1,3128.886
2016-01-22,3114.895,3132.171,3053.958,3113.463
2016-01-21,3136.384,3202.538,3081.345,3081.345
2016-01-20,3204.218,3225.95,3154.426,3174.378
2016-01-19,3132.705,3227.908,3119.216,3223.125
2016-01-18,3068.235,3165.616,3066.727,3130.729
2016-01-15,3200.888,3216.798,3101.052,3118.73
2016-01-14,3076.645,3226.658,3072.039,3221.571
2016-01-13,3240.484,3257.295,3155.879,3155.879
2016-01-12,3214.823,3242.253,3174.55,3215.71
2016-01-11,3303.125,3342.481,3192.45,3192.45
2016-01-08,3371.871,3418.851,3237.931,3361.563
2016-01-07,3481.15,3481.15,3284.737,3294.384
2016-01-06,3482.406,3543.739,3468.467,3539.808
2016-01-05,3382.177,3518.217,3377.28,3478.78
2016-01-04,3725.856,3726.245,3468.949,3469.066
